threshold,precision,recall,f1,f2,fpr,specificity,tp,fp,tn,fn
0.05,0.34523809523809523,0.6590909090909091,0.45312499999999994,0.5576923076923077,0.36666666666666664,0.6333333333333333,29,55,95,15
0.060000000000000005,0.345679012345679,0.6363636363636364,0.448,0.5447470817120622,0.35333333333333333,0.6466666666666666,28,53,97,16
0.07,0.35443037974683544,0.6363636363636364,0.45528455284552843,0.5490196078431373,0.34,0.66,28,51,99,16
0.08000000000000002,0.35443037974683544,0.6363636363636364,0.45528455284552843,0.5490196078431373,0.34,0.66,28,51,99,16
0.09000000000000001,0.358974358974359,0.6363636363636364,0.459016393442623,0.5511811023622046,0.3333333333333333,0.6666666666666666,28,50,100,16
0.1,0.358974358974359,0.6363636363636364,0.459016393442623,0.5511811023622046,0.3333333333333333,0.6666666666666666,28,50,100,16
0.11000000000000001,0.358974358974359,0.6363636363636364,0.459016393442623,0.5511811023622046,0.3333333333333333,0.6666666666666666,28,50,100,16
0.12000000000000001,0.358974358974359,0.6363636363636364,0.459016393442623,0.5511811023622046,0.3333333333333333,0.6666666666666666,28,50,100,16
0.13,0.36363636363636365,0.6363636363636364,0.4628099173553719,0.5533596837944665,0.32666666666666666,0.6733333333333333,28,49,101,16
0.14,0.36,0.6136363636363636,0.453781512605042,0.5378486055776892,0.32,0.68,27,48,102,17
0.15000000000000002,0.36486486486486486,0.6136363636363636,0.4576271186440678,0.54,0.31333333333333335,0.6866666666666666,27,47,103,17
0.16000000000000003,0.36486486486486486,0.6136363636363636,0.4576271186440678,0.54,0.31333333333333335,0.6866666666666666,27,47,103,17
0.17000000000000004,0.36486486486486486,0.6136363636363636,0.4576271186440678,0.54,0.31333333333333335,0.6866666666666666,27,47,103,17
0.18000000000000005,0.36486486486486486,0.6136363636363636,0.4576271186440678,0.54,0.31333333333333335,0.6866666666666666,27,47,103,17
0.19,0.36486486486486486,0.6136363636363636,0.4576271186440678,0.54,0.31333333333333335,0.6866666666666666,27,47,103,17
0.2,0.3698630136986301,0.6136363636363636,0.4615384615384615,0.5421686746987953,0.30666666666666664,0.6933333333333334,27,46,104,17
0.21000000000000002,0.375,0.6136363636363636,0.46551724137931033,0.5443548387096774,0.3,0.7,27,45,105,17
0.22000000000000003,0.375,0.6136363636363636,0.46551724137931033,0.5443548387096774,0.3,0.7,27,45,105,17
0.23000000000000004,0.375,0.6136363636363636,0.46551724137931033,0.5443548387096774,0.3,0.7,27,45,105,17
0.24000000000000005,0.375,0.6136363636363636,0.46551724137931033,0.5443548387096774,0.3,0.7,27,45,105,17
0.25000000000000006,0.375,0.6136363636363636,0.46551724137931033,0.5443548387096774,0.3,0.7,27,45,105,17
0.26000000000000006,0.375,0.6136363636363636,0.46551724137931033,0.5443548387096774,0.3,0.7,27,45,105,17
0.27,0.38028169014084506,0.6136363636363636,0.4695652173913043,0.5465587044534413,0.29333333333333333,0.7066666666666667,27,44,106,17
0.28,0.38028169014084506,0.6136363636363636,0.4695652173913043,0.5465587044534413,0.29333333333333333,0.7066666666666667,27,44,106,17
0.29000000000000004,0.37681159420289856,0.5909090909090909,0.46017699115044247,0.5306122448979592,0.2866666666666667,0.7133333333333334,26,43,107,18
0.30000000000000004,0.37681159420289856,0.5909090909090909,0.46017699115044247,0.5306122448979592,0.2866666666666667,0.7133333333333334,26,43,107,18
0.31000000000000005,0.37681159420289856,0.5909090909090909,0.46017699115044247,0.5306122448979592,0.2866666666666667,0.7133333333333334,26,43,107,18
0.32000000000000006,0.37681159420289856,0.5909090909090909,0.46017699115044247,0.5306122448979592,0.2866666666666667,0.7133333333333334,26,43,107,18
0.33,0.37681159420289856,0.5909090909090909,0.46017699115044247,0.5306122448979592,0.2866666666666667,0.7133333333333334,26,43,107,18
0.34,0.37681159420289856,0.5909090909090909,0.46017699115044247,0.5306122448979592,0.2866666666666667,0.7133333333333334,26,43,107,18
