threshold,precision,recall,f1,f2,fpr,specificity,tp,fp,tn,fn
0.05,0.3170731707317073,0.29545454545454547,0.3058823529411765,0.2995391705069125,0.18666666666666668,0.8133333333333334,13,28,122,31
0.060000000000000005,0.3170731707317073,0.29545454545454547,0.3058823529411765,0.2995391705069125,0.18666666666666668,0.8133333333333334,13,28,122,31
0.07,0.325,0.29545454545454547,0.30952380952380953,0.30092592592592593,0.18,0.82,13,27,123,31
0.08000000000000002,0.3333333333333333,0.29545454545454547,0.3132530120481928,0.3023255813953489,0.17333333333333334,0.8266666666666667,13,26,124,31
0.09000000000000001,0.3333333333333333,0.29545454545454547,0.3132530120481928,0.3023255813953489,0.17333333333333334,0.8266666666666667,13,26,124,31
0.1,0.34210526315789475,0.29545454545454547,0.3170731707317074,0.3037383177570094,0.16666666666666666,0.8333333333333334,13,25,125,31
0.11000000000000001,0.35135135135135137,0.29545454545454547,0.3209876543209877,0.3051643192488263,0.16,0.84,13,24,126,31
0.12000000000000001,0.3611111111111111,0.29545454545454547,0.325,0.3066037735849057,0.15333333333333332,0.8466666666666667,13,23,127,31
0.13,0.3611111111111111,0.29545454545454547,0.325,0.3066037735849057,0.15333333333333332,0.8466666666666667,13,23,127,31
0.14,0.3611111111111111,0.29545454545454547,0.325,0.3066037735849057,0.15333333333333332,0.8466666666666667,13,23,127,31
0.15000000000000002,0.3611111111111111,0.29545454545454547,0.325,0.3066037735849057,0.15333333333333332,0.8466666666666667,13,23,127,31
0.16000000000000003,0.3611111111111111,0.29545454545454547,0.325,0.3066037735849057,0.15333333333333332,0.8466666666666667,13,23,127,31
0.17000000000000004,0.3611111111111111,0.29545454545454547,0.325,0.3066037735849057,0.15333333333333332,0.8466666666666667,13,23,127,31
0.18000000000000005,0.3611111111111111,0.29545454545454547,0.325,0.3066037735849057,0.15333333333333332,0.8466666666666667,13,23,127,31
0.19,0.3611111111111111,0.29545454545454547,0.325,0.3066037735849057,0.15333333333333332,0.8466666666666667,13,23,127,31
0.2,0.37142857142857144,0.29545454545454547,0.32911392405063294,0.30805687203791476,0.14666666666666667,0.8533333333333334,13,22,128,31
0.21000000000000002,0.37142857142857144,0.29545454545454547,0.32911392405063294,0.30805687203791476,0.14666666666666667,0.8533333333333334,13,22,128,31
0.22000000000000003,0.38235294117647056,0.29545454545454547,0.33333333333333337,0.30952380952380953,0.14,0.86,13,21,129,31
0.23000000000000004,0.38235294117647056,0.29545454545454547,0.33333333333333337,0.30952380952380953,0.14,0.86,13,21,129,31
0.24000000000000005,0.38235294117647056,0.29545454545454547,0.33333333333333337,0.30952380952380953,0.14,0.86,13,21,129,31
0.25000000000000006,0.38235294117647056,0.29545454545454547,0.33333333333333337,0.30952380952380953,0.14,0.86,13,21,129,31
0.26000000000000006,0.38235294117647056,0.29545454545454547,0.33333333333333337,0.30952380952380953,0.14,0.86,13,21,129,31
0.27,0.38235294117647056,0.29545454545454547,0.33333333333333337,0.30952380952380953,0.14,0.86,13,21,129,31
0.28,0.38235294117647056,0.29545454545454547,0.33333333333333337,0.30952380952380953,0.14,0.86,13,21,129,31
0.29000000000000004,0.38235294117647056,0.29545454545454547,0.33333333333333337,0.30952380952380953,0.14,0.86,13,21,129,31
0.30000000000000004,0.38235294117647056,0.29545454545454547,0.33333333333333337,0.30952380952380953,0.14,0.86,13,21,129,31
0.31000000000000005,0.3939393939393939,0.29545454545454547,0.3376623376623376,0.3110047846889953,0.13333333333333333,0.8666666666666667,13,20,130,31
0.32000000000000006,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.33,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.34,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.35000000000000003,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.36000000000000004,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.37000000000000005,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.38000000000000006,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.39000000000000007,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.4000000000000001,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.4100000000000001,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.42000000000000004,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.43000000000000005,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.44000000000000006,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.45000000000000007,0.40625,0.29545454545454547,0.3421052631578948,0.31250000000000006,0.12666666666666668,0.8733333333333333,13,19,131,31
0.4600000000000001,0.41935483870967744,0.29545454545454547,0.3466666666666667,0.3140096618357488,0.12,0.88,13,18,132,31
0.4700000000000001,0.41935483870967744,0.29545454545454547,0.3466666666666667,0.3140096618357488,0.12,0.88,13,18,132,31
0.4800000000000001,0.41935483870967744,0.29545454545454547,0.3466666666666667,0.3140096618357488,0.12,0.88,13,18,132,31
0.49000000000000005,0.43333333333333335,0.29545454545454547,0.3513513513513514,0.3155339805825243,0.11333333333333333,0.8866666666666667,13,17,133,31
0.5000000000000001,0.43333333333333335,0.29545454545454547,0.3513513513513514,0.3155339805825243,0.11333333333333333,0.8866666666666667,13,17,133,31
0.5100000000000001,0.43333333333333335,0.29545454545454547,0.3513513513513514,0.3155339805825243,0.11333333333333333,0.8866666666666667,13,17,133,31
0.5200000000000001,0.43333333333333335,0.29545454545454547,0.3513513513513514,0.3155339805825243,0.11333333333333333,0.8866666666666667,13,17,133,31
0.5300000000000001,0.43333333333333335,0.29545454545454547,0.3513513513513514,0.3155339805825243,0.11333333333333333,0.8866666666666667,13,17,133,31
0.5400000000000001,0.43333333333333335,0.29545454545454547,0.3513513513513514,0.3155339805825243,0.11333333333333333,0.8866666666666667,13,17,133,31
0.5500000000000002,0.41379310344827586,0.2727272727272727,0.32876712328767127,0.2926829268292683,0.11333333333333333,0.8866666666666667,12,17,133,32
0.5600000000000002,0.41379310344827586,0.2727272727272727,0.32876712328767127,0.2926829268292683,0.11333333333333333,0.8866666666666667,12,17,133,32
0.5700000000000002,0.42857142857142855,0.2727272727272727,0.33333333333333326,0.29411764705882354,0.10666666666666667,0.8933333333333333,12,16,134,32
0.5800000000000002,0.42857142857142855,0.2727272727272727,0.33333333333333326,0.29411764705882354,0.10666666666666667,0.8933333333333333,12,16,134,32
0.5900000000000002,0.42857142857142855,0.2727272727272727,0.33333333333333326,0.29411764705882354,0.10666666666666667,0.8933333333333333,12,16,134,32
0.6000000000000002,0.4444444444444444,0.2727272727272727,0.3380281690140845,0.29556650246305427,0.1,0.9,12,15,135,32
0.6100000000000001,0.4444444444444444,0.2727272727272727,0.3380281690140845,0.29556650246305427,0.1,0.9,12,15,135,32
0.6200000000000001,0.4444444444444444,0.2727272727272727,0.3380281690140845,0.29556650246305427,0.1,0.9,12,15,135,32
0.6300000000000001,0.4444444444444444,0.2727272727272727,0.3380281690140845,0.29556650246305427,0.1,0.9,12,15,135,32
0.6400000000000001,0.4444444444444444,0.2727272727272727,0.3380281690140845,0.29556650246305427,0.1,0.9,12,15,135,32
0.6500000000000001,0.4444444444444444,0.2727272727272727,0.3380281690140845,0.29556650246305427,0.1,0.9,12,15,135,32
0.6600000000000001,0.4444444444444444,0.2727272727272727,0.3380281690140845,0.29556650246305427,0.1,0.9,12,15,135,32
0.6700000000000002,0.46153846153846156,0.2727272727272727,0.3428571428571428,0.297029702970297,0.09333333333333334,0.9066666666666666,12,14,136,32
0.6800000000000002,0.46153846153846156,0.2727272727272727,0.3428571428571428,0.297029702970297,0.09333333333333334,0.9066666666666666,12,14,136,32
0.6900000000000002,0.48,0.2727272727272727,0.34782608695652173,0.29850746268656714,0.08666666666666667,0.9133333333333333,12,13,137,32
0.7000000000000002,0.5,0.2727272727272727,0.3529411764705882,0.3,0.08,0.92,12,12,138,32
0.7100000000000002,0.5,0.2727272727272727,0.3529411764705882,0.3,0.08,0.92,12,12,138,32
0.7200000000000002,0.5,0.2727272727272727,0.3529411764705882,0.3,0.08,0.92,12,12,138,32
0.7300000000000002,0.5217391304347826,0.2727272727272727,0.3582089552238806,0.3015075376884422,0.07333333333333333,0.9266666666666666,12,11,139,32
0.7400000000000002,0.5454545454545454,0.2727272727272727,0.3636363636363636,0.30303030303030304,0.06666666666666667,0.9333333333333333,12,10,140,32
0.7500000000000002,0.5454545454545454,0.2727272727272727,0.3636363636363636,0.30303030303030304,0.06666666666666667,0.9333333333333333,12,10,140,32
0.7600000000000002,0.5454545454545454,0.2727272727272727,0.3636363636363636,0.30303030303030304,0.06666666666666667,0.9333333333333333,12,10,140,32
