experiment,fold,best_score,timestamp,disp_MAE,disp_RMSE,disp_R2,event_PR_AUC,event_ROC_AUC,event_detection_rate,strict_FPR,mean_lead_days
full_shared,1,inf,2026-05-08T11:54:22.307372,,,,,,,,0.0
